AGE,SEX,Lap Belt,Shoulder Belt,Car Seat,Fatal,Serious Injury+,Light Injury+,Minor Injury+,Front Seat,Ejected,Thrown,Year
4,1,0,0,0,0,0,0,0,0,0,0,1990
6,2,1,0,0,0,0,0,1,0,0,0,1990
3,2,0,0,1,0,0,0,1,0,0,0,1990
6,1,1,0,0,0,0,1,1,0,0,0,1990
3,2,1,0,0,0,0,0,0,0,0,0,1990
6,2,1,0,0,0,0,0,0,0,0,0,1990
2,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,0,0,1,1,0,0,0,1990
6,2,1,1,0,0,0,0,1,0,0,0,1990
2,1,0,0,1,0,0,0,0,0,0,0,1990
3,2,0,0,0,1,1,1,1,0,0,0,1990
5,2,0,0,0,1,1,1,1,0,0,0,1990
4,1,1,0,0,0,0,0,0,0,0,0,1990
6,2,1,1,0,0,0,0,0,0,0,0,1990
2,1,0,0,0,1,1,1,1,0,0,0,1990
6,1,0,0,0,0,0,0,1,0,0,0,1990
4,2,1,0,0,0,1,1,1,0,0,0,1990
3,2,1,0,0,1,1,1,1,0,0,0,1990
4,2,1,1,0,0,0,1,1,0,0,0,1990
2,1,0,0,1,0,0,1,1,0,0,0,1990
5,2,1,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,0,0,0,1,1,0,0,0,1990
5,2,1,1,0,0,0,0,0,0,0,0,1990
5,2,1,1,0,0,0,0,0,0,0,0,1990
6,1,1,0,0,0,0,0,0,0,0,0,1990
4,1,0,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
4,1,1,1,0,0,1,1,1,0,0,0,1990
5,2,0,0,0,0,0,0,0,0,0,0,1990
3,1,0,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
3,2,0,0,1,0,0,0,0,0,0,0,1990
2,1,0,0,1,0,0,1,1,0,0,0,1990
3,1,1,1,0,0,0,1,1,0,0,0,1990
3,1,0,0,0,0,0,1,1,0,0,0,1990
2,1,0,0,1,0,0,0,0,0,0,0,1990
3,1,0,0,0,0,1,1,1,0,0,0,1990
5,2,0,0,0,0,1,1,1,0,0,0,1990
6,1,1,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,1,0,1,1,1,0,0,0,1990
6,1,1,0,0,0,0,0,0,0,0,0,1990
4,1,1,1,0,0,0,0,1,0,0,0,1990
2,2,0,0,1,0,0,0,0,0,0,0,1990
4,2,1,0,0,0,1,1,1,0,0,0,1990
5,2,0,0,0,0,0,0,1,0,0,0,1990
6,1,1,0,0,0,0,0,0,0,0,0,1990
3,2,1,1,0,0,0,0,1,0,0,0,1990
3,2,1,0,0,0,0,1,1,0,0,0,1990
6,1,1,1,0,1,1,1,1,0,0,0,1990
2,1,0,0,0,1,1,1,1,0,0,0,1990
3,1,1,0,0,0,0,0,0,0,0,0,1990
5,1,1,0,0,0,0,0,1,0,0,0,1990
2,2,0,0,1,0,0,0,0,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
3,1,0,0,0,0,1,1,1,0,0,0,1990
5,2,0,0,0,0,1,1,1,0,1,1,1990
2,1,0,0,0,0,0,1,1,0,1,1,1990
2,1,1,0,0,0,0,1,1,0,0,0,1990
5,1,0,0,0,1,1,1,1,0,0,0,1990
3,2,0,0,0,0,1,1,1,0,0,0,1990
5,1,1,0,0,0,1,1,1,0,0,0,1990
6,1,1,0,0,0,1,1,1,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
3,1,0,0,0,0,0,0,1,0,0,0,1990
3,1,0,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,1,0,0,1,1,0,0,0,1990
3,1,1,0,0,0,0,0,0,0,0,0,1990
2,2,1,0,0,1,1,1,1,0,0,0,1990
5,1,0,0,0,1,1,1,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
6,2,1,0,0,0,0,1,1,0,0,0,1990
3,2,0,0,1,0,0,0,1,0,0,0,1990
3,2,1,0,0,0,0,1,1,0,0,0,1990
2,2,0,0,1,0,1,1,1,0,0,0,1990
4,2,0,0,1,0,1,1,1,0,0,0,1990
6,2,1,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,1,1,1,0,0,0,1990
6,1,0,0,0,0,0,0,1,0,0,0,1990
6,1,0,0,0,0,0,0,1,0,0,0,1990
6,2,0,0,0,0,0,0,1,0,0,0,1990
6,1,0,0,0,0,0,0,1,0,0,0,1990
6,2,0,0,0,0,0,0,1,0,0,0,1990
6,2,0,0,0,0,0,0,1,0,0,0,1990
5,2,0,0,0,0,0,0,1,0,0,0,1990
5,2,0,0,0,0,0,0,1,0,0,0,1990
6,1,0,0,0,0,0,0,1,0,0,0,1990
6,1,0,0,0,0,0,0,1,0,0,0,1990
2,1,0,0,0,0,0,1,1,0,1,1,1990
6,2,0,0,0,0,0,1,1,0,0,0,1990
2,2,1,0,0,0,0,1,1,0,0,0,1990
5,1,1,0,0,0,1,1,1,0,0,0,1990
4,1,1,0,0,0,0,0,0,0,0,0,1990
3,1,1,1,0,0,0,0,0,0,0,0,1990
2,2,0,0,1,0,0,0,1,0,0,0,1990
6,1,0,0,0,0,0,0,0,0,0,0,1990
2,2,0,0,0,0,0,0,0,0,0,0,1990
6,2,1,1,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,0,1,1,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
2,2,1,0,0,0,0,0,0,0,0,0,1990
4,2,1,0,0,0,0,0,0,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
3,2,0,0,0,0,1,1,1,0,0,0,1990
5,2,1,1,0,0,0,0,1,0,0,0,1990
4,1,1,0,0,0,0,0,0,0,0,0,1990
4,2,1,1,0,0,0,1,1,0,0,0,1990
3,1,0,0,0,0,1,1,1,0,0,0,1990
4,1,0,0,0,1,1,1,1,0,1,1,1990
3,1,0,0,0,0,1,1,1,0,0,0,1990
2,2,1,0,0,0,0,0,0,0,0,0,1990
2,2,1,1,0,0,1,1,1,0,0,0,1990
2,1,0,0,0,1,1,1,1,0,1,1,1990
6,2,1,1,0,0,0,0,0,0,0,0,1990
2,2,0,0,0,0,1,1,1,0,0,0,1990
5,2,1,1,0,0,1,1,1,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
4,1,1,0,0,0,0,0,1,0,0,0,1990
6,1,1,0,0,0,0,0,0,0,0,0,1990
2,2,0,0,1,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,0,0,1,0,0,0,1990
6,2,0,0,0,1,1,1,1,0,0,0,1990
6,2,1,1,0,0,0,0,0,0,0,0,1990
6,2,1,0,0,0,0,0,0,0,0,0,1990
3,1,1,1,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,0,0,1,1,0,0,0,1990
2,1,0,0,1,0,0,1,1,0,0,0,1990
4,1,0,0,1,0,1,1,1,0,0,0,1990
2,2,0,0,0,0,1,1,1,0,0,0,1990
3,1,0,0,0,1,1,1,1,0,0,0,1990
2,2,0,0,0,0,1,1,1,0,0,0,1990
6,2,0,0,0,1,1,1,1,0,0,0,1990
5,1,0,0,0,0,0,0,1,0,0,0,1990
3,2,1,1,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,0,0,0,0,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
6,2,0,0,0,0,0,1,1,0,0,0,1990
3,1,0,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,1,0,1,1,1,0,0,0,1990
6,1,1,0,0,0,1,1,1,0,0,0,1990
3,1,0,0,1,0,0,0,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,1,0,0,1,1,0,0,0,1990
5,1,1,0,0,0,0,1,1,0,0,0,1990
4,2,0,0,0,0,1,1,1,0,0,0,1990
5,2,0,0,0,0,0,0,1,0,0,0,1990
3,1,1,0,0,0,0,0,0,0,0,0,1990
4,1,1,0,0,0,0,0,0,0,0,0,1990
6,1,0,0,0,1,1,1,1,0,0,0,1990
5,2,0,0,0,1,1,1,1,0,0,0,1990
3,1,0,0,0,0,0,1,1,0,0,0,1990
5,2,0,0,0,0,0,0,1,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,0,1,1,1,1,0,1,1,1990
2,1,0,0,0,0,0,1,1,0,0,0,1990
4,2,0,0,0,0,0,1,1,0,0,0,1990
2,1,0,0,0,1,1,1,1,0,1,1,1990
4,2,1,1,0,0,0,0,0,0,0,0,1990
6,2,1,0,0,0,0,0,0,0,0,0,1990
5,2,0,0,0,1,1,1,1,0,1,1,1990
4,1,0,0,0,0,0,1,1,0,0,0,1990
3,1,0,0,0,0,0,1,1,0,0,0,1990
5,1,1,1,0,1,1,1,1,0,0,0,1990
4,2,0,0,1,1,1,1,1,0,0,0,1990
2,1,0,0,1,0,0,0,1,0,0,0,1990
4,1,0,0,0,0,0,0,1,0,0,0,1990
6,2,1,1,0,0,0,0,0,0,0,0,1990
6,2,1,0,0,1,1,1,1,0,0,0,1990
3,2,1,1,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
2,2,1,1,0,1,1,1,1,0,0,0,1990
5,2,1,0,0,0,0,0,0,0,0,0,1990
5,1,1,0,0,0,0,0,0,0,0,0,1990
5,2,1,1,0,0,0,0,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,0,0,1,1,0,0,0,1990
3,2,1,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,0,1,1,0,0,0,1990
2,1,0,0,0,0,0,1,1,0,0,0,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
3,1,0,0,0,0,0,1,1,0,1,1,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,0,1,1,1,0,0,0,1990
5,2,1,0,0,0,1,1,1,0,0,0,1990
4,2,1,0,0,0,0,1,1,0,0,0,1990
6,2,0,0,0,1,1,1,1,0,1,1,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
3,1,0,0,0,0,0,0,0,0,0,0,1990
5,1,1,0,0,0,0,0,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
5,2,1,0,0,0,0,0,0,0,0,0,1990
2,2,1,0,0,0,0,0,0,0,0,0,1990
6,1,1,0,0,0,0,0,0,0,0,0,1990
4,1,1,1,0,0,0,0,0,0,0,0,1990
4,1,1,1,0,0,0,0,0,0,0,0,1990
3,2,0,0,1,0,0,1,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
4,1,0,0,0,0,0,1,1,0,0,0,1990
2,2,0,0,1,0,0,0,0,0,0,0,1990
2,1,0,0,0,0,0,1,1,0,0,0,1990
5,2,0,0,0,0,0,1,1,0,0,0,1990
3,2,0,0,0,1,1,1,1,0,0,0,1990
6,1,1,1,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,1,1,1,0,0,0,1990
3,2,0,0,0,0,0,1,1,0,1,1,1990
6,1,1,0,0,0,0,0,1,0,0,0,1990
4,2,0,0,0,0,0,0,0,0,0,0,1990
3,1,0,0,0,1,1,1,1,0,0,0,1990
4,2,1,0,0,0,0,0,0,0,0,0,1990
3,2,1,0,0,0,0,0,0,0,0,0,1990
5,2,1,0,0,0,0,0,0,0,0,0,1990
6,2,1,1,0,0,0,0,0,0,0,0,1990
6,1,0,0,0,0,0,0,1,0,0,0,1990
2,2,0,0,0,0,0,0,1,0,0,0,1990
4,1,0,0,0,1,1,1,1,0,1,1,1990
2,1,0,0,1,0,1,1,1,0,0,0,1990
4,1,1,1,0,1,1,1,1,0,0,0,1990
2,1,0,0,1,0,0,0,1,0,0,0,1990
4,1,1,1,0,0,0,1,1,0,0,0,1990
5,1,1,1,0,0,1,1,1,0,0,0,1990
6,1,0,0,0,0,0,1,1,0,0,0,1990
4,2,1,0,0,0,1,1,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,1,1,1,1,0,0,0,1990
5,2,0,0,0,0,0,0,1,0,0,0,1990
5,2,0,0,0,1,1,1,1,0,0,0,1990
3,1,0,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,0,0,0,1,1,0,1,1,1990
6,2,1,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,1,1,1,1,0,1,1,1990
4,1,0,0,0,1,1,1,1,0,0,0,1990
2,2,0,0,0,1,1,1,1,0,1,1,1990
2,2,0,0,1,0,0,1,1,0,0,0,1990
6,1,0,0,0,0,0,1,1,0,0,0,1990
4,2,1,0,0,1,1,1,1,0,0,0,1990
4,2,0,0,0,1,1,1,1,0,1,1,1990
2,2,0,0,0,1,1,1,1,0,1,1,1990
3,1,0,0,0,0,1,1,1,0,0,0,1990
3,1,1,1,0,1,1,1,1,0,0,0,1990
5,1,0,0,0,0,0,0,1,0,0,0,1990
2,2,0,0,0,1,1,1,1,0,0,0,1990
3,2,0,0,0,0,0,1,1,0,0,0,1990
3,1,0,0,0,1,1,1,1,0,0,0,1990
5,1,0,0,0,0,0,0,1,0,0,0,1990
3,2,0,0,0,0,0,1,1,0,0,0,1990
6,1,0,0,0,1,1,1,1,0,1,1,1990
5,1,0,0,0,0,0,0,1,0,0,0,1990
3,2,0,0,1,0,0,1,1,0,0,0,1990
5,1,0,0,0,0,0,1,1,0,0,0,1990
6,2,1,1,0,0,0,1,1,0,0,0,1990
5,1,1,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,1,1,1,0,0,0,1990
6,2,1,0,0,0,0,0,0,0,0,0,1990
4,1,0,0,0,0,0,0,0,0,0,0,1990
6,2,1,1,0,0,0,1,1,0,0,0,1990
4,2,0,0,0,0,0,1,1,0,0,0,1990
3,1,0,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,1,1,1,1,0,0,0,1990
6,2,0,0,0,0,0,0,1,0,0,0,1990
6,2,1,1,0,1,1,1,1,0,0,0,1990
4,2,1,1,0,0,1,1,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,1,0,1,1,1,0,0,0,1990
2,2,0,0,1,0,1,1,1,0,0,0,1990
2,1,0,0,0,1,1,1,1,0,1,1,1990
3,1,0,0,0,1,1,1,1,0,0,0,1990
3,1,0,0,0,1,1,1,1,0,0,0,1990
3,1,0,0,0,0,0,1,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,0,0,0,0,1,0,0,0,1990
5,1,1,1,0,0,0,0,0,0,0,0,1990
5,2,0,0,0,1,1,1,1,0,0,0,1990
3,2,0,0,0,1,1,1,1,0,0,0,1990
6,2,1,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,1,0,0,0,0,0,0,0,1990
3,1,0,0,0,1,1,1,1,0,1,1,1990
6,2,1,1,0,1,1,1,1,0,0,0,1990
2,2,0,0,1,0,0,0,0,0,0,0,1990
4,1,0,0,0,0,0,1,1,0,0,0,1990
2,2,1,0,0,0,0,0,0,0,0,0,1990
2,1,0,0,0,1,1,1,1,0,0,0,1990
4,1,0,0,0,1,1,1,1,0,0,0,1990
3,1,0,0,0,1,1,1,1,0,0,0,1990
4,2,1,0,0,0,0,1,1,0,0,0,1990
2,2,1,0,0,0,0,0,0,0,0,0,1990
4,1,1,0,0,0,0,1,1,0,0,0,1990
6,1,0,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,0,1,1,1,1,0,0,0,1990
3,1,0,0,1,0,0,0,0,0,0,0,1990
4,2,0,0,0,0,0,0,0,0,0,0,1990
5,2,0,0,0,0,1,1,1,0,0,0,1990
3,2,0,0,0,0,0,0,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
6,2,1,1,0,0,1,1,1,0,0,0,1990
4,2,0,0,1,1,1,1,1,0,0,0,1990
4,1,0,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,0,0,1,1,1,0,0,0,1990
6,1,0,0,0,0,0,0,0,0,0,0,1990
5,2,1,1,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
6,2,1,1,0,1,1,1,1,0,1,0,1990
2,1,0,0,0,1,1,1,1,0,0,0,1990
6,1,0,0,0,1,1,1,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
3,1,0,0,0,1,1,1,1,0,1,1,1990
5,2,0,0,0,0,0,1,1,0,0,0,1990
5,2,0,0,0,0,0,1,1,0,0,0,1990
5,1,1,1,0,0,0,0,0,0,0,0,1990
5,2,0,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,0,0,0,0,0,0,0,0,1990
2,1,0,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,0,0,0,1,1,0,0,0,1990
2,2,0,0,0,0,0,0,0,0,0,0,1990
5,2,0,0,0,0,0,1,1,0,0,0,1990
2,1,0,0,1,0,0,0,0,0,0,0,1990
2,1,0,0,0,0,0,1,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
3,1,1,1,0,1,1,1,1,0,0,0,1990
6,2,1,0,0,0,0,1,1,0,0,0,1990
4,2,1,0,0,0,0,0,0,0,0,0,1990
6,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,1,1,1,1,1,0,1,1,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
6,1,1,0,0,0,1,1,1,0,0,0,1990
6,1,1,0,0,0,1,1,1,0,0,0,1990
6,2,1,0,0,0,0,1,1,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,0,1,1,1,0,0,0,1990
3,2,0,0,0,1,1,1,1,0,0,0,1990
5,1,1,0,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,0,0,1,1,1,0,0,0,1990
3,1,1,0,0,0,1,1,1,0,0,0,1990
5,1,0,0,0,0,0,1,1,0,1,1,1990
5,2,0,0,0,0,1,1,1,0,1,1,1990
5,1,0,0,0,0,0,1,1,0,0,0,1990
2,1,0,0,0,0,1,1,1,0,1,1,1990
6,2,0,0,0,0,1,1,1,0,1,1,1990
6,1,1,1,0,0,0,0,0,0,0,0,1990
5,1,1,0,0,0,0,0,0,0,0,0,1990
2,2,1,0,0,0,0,0,0,0,0,0,1990
3,2,0,0,1,0,0,1,1,0,0,0,1990
5,2,1,1,0,0,0,1,1,0,0,0,1990
5,2,1,1,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,1,0,0,0,0,0,0,0,1990
6,1,1,1,0,0,0,1,1,0,0,0,1990
5,2,1,1,0,0,0,0,0,0,0,0,1990
4,1,1,0,0,0,0,0,0,0,0,0,1990
6,1,1,0,0,0,0,0,0,0,0,0,1990
5,2,1,1,0,0,0,0,0,0,0,0,1990
3,1,0,0,0,1,1,1,1,0,0,0,1990
3,1,0,0,0,0,0,0,1,0,0,0,1990
5,2,0,0,0,1,1,1,1,0,0,0,1990
5,1,0,0,0,0,0,1,1,0,0,0,1990
4,1,1,0,0,0,0,0,0,0,0,0,1990
2,1,0,0,1,0,0,1,1,0,0,0,1990
6,1,1,0,0,0,0,0,0,0,0,0,1990
5,2,1,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,0,0,0,0,0,0,0,0,1990
4,1,1,1,0,0,0,0,0,0,0,0,1990
2,1,1,0,0,1,1,1,1,0,0,0,1990
5,2,0,0,0,0,0,0,0,0,0,0,1990
2,2,0,0,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,0,0,0,0,0,0,0,1990
5,2,0,0,0,0,0,0,1,0,0,0,1990
2,1,1,1,0,0,0,0,0,0,0,0,1990
6,1,1,1,0,0,0,0,0,0,0,0,1990
4,1,1,0,0,0,0,0,0,0,0,0,1990
2,2,0,0,0,0,0,0,1,0,0,0,1990
3,1,0,0,0,0,0,0,1,0,0,0,1990
5,1,0,0,0,0,0,0,1,0,0,0,1990
3,2,0,0,0,1,1,1,1,0,1,0,1990
5,2,0,0,0,0,1,1,1,0,0,0,1990
5,2,0,0,0,0,0,1,1,0,1,1,1990
3,1,0,0,0,0,0,0,0,0,0,0,1990
6,1,1,1,0,0,0,0,0,0,0,0,1990
4,1,1,0,0,0,0,0,0,0,0,0,1990
2,1,0,0,1,0,0,0,1,0,0,0,1990
5,1,0,0,0,1,1,1,1,0,0,0,1990
2,2,0,0,0,0,0,0,1,0,0,0,1990
3,2,1,0,0,0,0,0,0,0,0,0,1990
4,1,1,0,0,0,0,0,1,0,0,0,1990
4,2,1,0,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,1,1,1,1,0,0,0,1990
3,2,1,1,0,0,0,0,0,0,0,0,1990
2,1,1,0,0,0,0,0,0,0,0,0,1990
6,2,1,1,0,0,0,0,1,0,0,0,1990
2,2,0,0,1,0,0,0,0,0,0,0,1990
6,2,1,0,0,0,0,0,1,0,0,0,1990
3,1,0,0,0,0,0,1,1,0,0,0,1990
4,2,1,0,0,0,0,0,0,0,0,0,1990
6,2,0,0,0,0,0,0,0,0,0,0,1990
4,1,1,0,0,0,0,0,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
6,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,1,0,0,0,0,1,1,0,0,0,1990
3,1,0,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,0,0,1,1,1,0,0,0,1990
4,1,0,0,1,1,1,1,1,0,0,0,1990
5,2,1,0,0,0,1,1,1,0,0,0,1990
6,2,0,0,0,0,0,1,1,0,0,0,1990
4,1,0,0,1,0,0,0,1,0,0,0,1990
5,1,1,1,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,0,0,1,0,0,0,1990
5,2,0,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,0,0,1,1,1,0,0,0,1990
5,1,0,0,0,1,1,1,1,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
3,2,0,0,0,0,1,1,1,0,0,0,1990
5,1,0,0,0,0,0,1,1,0,0,0,1990
6,1,0,0,0,0,0,1,1,0,0,0,1990
5,1,0,0,0,0,0,1,1,0,0,0,1990
3,1,0,0,0,1,1,1,1,0,1,1,1990
2,2,1,0,0,0,0,0,0,0,0,0,1990
4,2,1,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,0,1,1,1,1,0,0,0,1990
5,2,0,0,0,0,1,1,1,0,0,0,1990
3,1,0,0,0,0,0,0,1,0,0,0,1990
2,1,1,0,0,1,1,1,1,0,0,0,1990
4,1,0,0,0,0,0,1,1,0,0,0,1990
5,1,1,0,0,0,0,0,0,0,0,0,1990
2,2,0,0,0,0,0,0,0,0,0,0,1990
5,1,1,0,0,0,0,0,0,0,0,0,1990
3,1,0,0,1,0,0,0,0,0,0,0,1990
2,2,0,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,1,0,0,0,0,0,0,0,1990
2,1,1,1,0,0,1,1,1,0,0,0,1990
2,2,0,0,0,1,1,1,1,0,0,0,1990
2,2,1,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,0,0,0,0,1,0,0,0,1990
2,1,0,0,0,0,0,0,1,0,0,0,1990
2,2,0,0,1,1,1,1,1,0,0,0,1990
2,2,0,0,0,1,1,1,1,0,0,0,1990
3,2,1,0,0,0,0,0,0,0,0,0,1990
5,2,1,0,0,0,0,0,0,0,0,0,1990
5,2,0,0,0,0,0,0,1,0,0,0,1990
6,1,0,0,0,0,0,1,1,0,0,0,1990
3,1,0,0,0,0,0,0,0,0,0,0,1990
4,1,0,0,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,0,0,0,0,0,0,0,1990
6,2,0,0,0,0,0,0,1,0,0,0,1990
2,2,0,0,1,0,0,0,1,0,0,0,1990
2,2,0,0,0,1,1,1,1,0,0,0,1990
5,1,0,0,0,1,1,1,1,0,0,0,1990
6,2,1,0,0,0,0,0,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,1,0,0,0,1,0,0,0,1990
3,1,0,0,0,0,1,1,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
4,2,0,0,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,0,0,0,0,0,0,0,1990
3,2,1,1,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,1,0,0,0,1,0,0,0,1990
6,1,0,0,0,0,0,0,0,0,0,0,1990
4,2,1,0,0,0,1,1,1,0,0,0,1990
4,1,1,1,0,0,0,0,0,0,0,0,1990
6,1,1,0,0,0,0,0,0,0,0,0,1990
3,2,1,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,0,1,1,1,1,0,1,1,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
5,1,1,1,0,0,0,0,0,0,0,0,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,0,0,0,0,0,0,0,0,1990
2,1,0,0,0,0,0,0,0,0,0,0,1990
2,1,0,0,0,0,1,1,1,0,0,0,1990
4,1,0,0,0,0,0,0,1,0,0,0,1990
2,2,0,0,0,1,1,1,1,0,1,1,1990
6,9,0,0,0,0,0,0,1,0,0,0,1990
4,1,0,0,0,0,1,1,1,0,1,1,1990
2,2,0,0,0,0,1,1,1,0,1,1,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
6,1,0,0,0,0,0,1,1,0,0,0,1990
4,2,0,0,0,0,0,1,1,0,0,0,1990
6,1,0,0,0,0,0,1,1,0,0,0,1990
6,1,0,0,0,0,0,1,1,0,0,0,1990
4,2,0,0,0,0,0,0,1,0,1,0,1990
5,2,1,0,0,0,0,1,1,0,0,0,1990
4,1,0,0,0,0,0,1,1,0,0,0,1990
2,1,0,0,0,0,1,1,1,0,0,0,1990
6,1,1,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,1,0,0,0,0,0,0,0,1990
5,2,0,0,0,0,0,1,1,0,0,0,1990
5,2,0,0,0,0,0,0,0,0,0,0,1990
4,1,0,0,0,0,0,0,0,0,0,0,1990
4,2,0,0,0,0,0,0,1,0,0,0,1990
3,2,0,0,0,0,1,1,1,0,0,0,1990
4,1,0,0,0,0,0,0,1,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
4,1,0,0,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,0,0,1,1,0,1,1,1990
3,2,0,0,0,1,1,1,1,0,1,1,1990
2,2,0,0,1,0,0,0,0,0,0,0,1990
2,1,0,0,0,1,1,1,1,0,1,1,1990
3,2,0,0,0,0,0,0,0,0,0,0,1990
5,1,0,0,0,1,1,1,1,0,0,0,1990
4,1,0,0,0,1,1,1,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
2,1,0,0,1,0,0,1,1,0,0,0,1990
6,2,0,0,0,0,1,1,1,0,0,0,1990
2,2,0,0,1,0,0,1,1,0,0,0,1990
5,1,0,0,0,0,1,1,1,0,0,0,1990
